Sample,study,media_type,media,source,community,days
SRR9953936,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,45
SRR9953938,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,42
SRR9953939,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,42
SRR9953941,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,54
SRR9953943,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,51
SRR9953944,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,45
SRR9953947,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,39
SRR9953949,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,48
SRR9953951,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,45
SRR9953952,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,60
SRR9953953,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,60
SRR9953954,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,48
SRR9953955,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,48
SRR9953956,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,48
SRR9953957,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,45
SRR9953958,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,45
SRR9953959,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,42
SRR9953960,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,42
SRR9953961,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,39
SRR9953962,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,39
SRR9953963,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,36
SRR9953964,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,51
SRR9953965,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,48
SRR9953966,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,48
SRR9953967,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,45
SRR9953968,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,45
SRR9953969,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,42
SRR9953970,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,54
SRR9953971,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,51
SRR9953972,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,51
SRR9953973,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,48
SRR9953974,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,57
SRR9953975,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,54
SRR9953976,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,36
SRR9953977,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,60
SRR9953978,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,57
SRR9953979,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,51
SRR9953980,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,48
SRR9953981,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,48
SRR9953982,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,45
SRR9953983,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,57
SRR9953984,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,54
SRR9953985,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,54
SRR9953986,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,51
SRR9953987,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,57
SRR9953988,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,57
SRR9953989,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,54
SRR9953990,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,54
SRR9953991,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,51
SRR9953992,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,51
SRR9953993,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,48
SRR9953994,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,48
SRR9953995,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,45
SRR9953996,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,45
SRR9953997,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,33
SRR9953998,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,30
SRR9953999,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,63
SRR9954000,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,63
SRR9954001,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,54
SRR9954002,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,54
SRR9954003,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,51
SRR9954004,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,51
SRR9954005,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,60
SRR9954006,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,60
SRR9954007,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,57
SRR9954008,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,57
SRR9954009,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,9
SRR9954010,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,24
SRR9954012,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,33
SRR9954014,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,48
SRR9954015,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,45
SRR9954016,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,45
SRR9954017,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,42
SRR9954019,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,39
SRR9954021,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,57
SRR9954022,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,57
SRR9954025,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,51
SRR9954027,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,51
SRR9954029,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,27
SRR9954031,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,30
SRR9954033,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,33
SRR9954035,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,36
SRR9954036,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,36
SRR9954039,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,45
SRR9954041,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,6
SRR9954043,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,3
SRR9954044,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,63
SRR9954047,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,6
SRR9954049,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,12
SRR9954050,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,6
SRR9954051,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,9
SRR9954054,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,54
SRR9954056,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,51
SRR9954058,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,60
SRR9954060,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,57
SRR9954061,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,60
SRR9954063,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,0
SRR9954065,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,36
SRR9954066,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,36
SRR9954068,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,33
SRR9954070,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,30
SRR9954072,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,27
SRR9954074,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,24
SRR9954076,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,36
SRR9954078,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,39
SRR9954080,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,42
SRR9954082,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,33
SRR9954084,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,36
SRR9954085,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,42
SRR9954087,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,21
SRR9954089,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,21
SRR9954090,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,12
SRR9953691,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,3
SRR9953693,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,3
SRR9953694,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,0
SRR9953696,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,9
SRR9953698,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,9
SRR9953700,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,21
SRR9953701,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,24
SRR9953703,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,21
SRR9953705,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,9
SRR9953707,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,27
SRR9953709,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,3
SRR9953711,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,6
SRR9953714,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,3
SRR9953715,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,0
SRR9953717,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,33
SRR9953719,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,15
SRR9953721,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,18
SRR9953723,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,21
SRR9953725,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,24
SRR9953728,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,24
SRR9953730,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,18
SRR9953732,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,21
SRR9953734,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,12
SRR9953739,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,15
SRR9953740,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,21
SRR9953744,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,15
SRR9953746,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,54
SRR9953748,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,57
SRR9953752,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,51
SRR9953753,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,54
SRR9953754,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,3
SRR9953755,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,3
SRR9953757,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,6
SRR9953759,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,9
SRR9953761,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,12
SRR9953764,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,42
SRR9953766,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,63
SRR9953768,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,33
SRR9953771,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,54
SRR9953772,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,57
SRR9953773,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,21
SRR9953774,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,0
SRR9953776,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,63
SRR9953778,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,15
SRR9953780,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,18
SRR9953781,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,9
SRR9953783,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,12
SRR9953785,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,24
SRR9953787,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,27
SRR9953788,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,18
SRR9953789,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,18
SRR9953791,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,21
SRR9953794,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,18
SRR9953796,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,21
SRR9953797,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,18
SRR9953799,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,21
SRR9953801,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,24
SRR9953803,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,27
SRR9953805,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,27
SRR9953810,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,21
SRR9953811,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,21
SRR9953812,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,24
SRR9953813,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,24
SRR9953814,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,12
SRR9953820,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,57
SRR9953822,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,0
SRR9953824,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,63
SRR9953826,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,30
SRR9953828,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,27
SRR9953830,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,30
SRR9953832,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,21
SRR9953834,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,24
SRR9953835,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,24
SRR9953837,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,33
SRR9953839,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,36
SRR9953841,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,27
SRR9953843,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,30
SRR9953845,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,6
SRR9953847,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,9
SRR9953850,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,9
SRR9953852,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,12
SRR9953854,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,15
SRR9953855,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,24
SRR9953856,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,27
SRR9953858,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,30
SRR9953861,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,63
SRR9953863,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,3
SRR9953865,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,57
SRR9953866,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_filtered,60
SRR9953867,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,60
SRR9953870,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,36
SRR9953872,bittleston,complex,Cricket,bittleston_M05,bittleston_M05_unfiltered,33
SRR9953880,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,6
SRR9953882,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,3
SRR9953884,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,63
SRR9953885,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,0
SRR9953886,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,60
SRR9953887,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,63
SRR9953889,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,30
SRR9953892,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,36
SRR9953896,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,39
SRR9953899,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,33
SRR9953901,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,42
SRR9953903,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,39
SRR9953905,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,42
SRR9953907,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,3
SRR9953909,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,9
SRR9953911,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,12
SRR9953913,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,15
SRR9953915,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,54
SRR9953917,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,57
SRR9953920,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,63
SRR9953922,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,36
SRR9953923,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,36
SRR9953925,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,33
SRR9953927,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,42
SRR9953929,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,39
SRR9953931,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,45
SRR9953933,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,51
SRR9953935,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,48
SRR9953937,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,45
SRR9953940,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,54
SRR9953942,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,54
SRR9953945,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,42
SRR9953946,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,42
SRR9953948,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,51
SRR9953950,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,48
SRR9954011,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_filtered,51
SRR9954013,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_unfiltered,48
SRR9954018,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,42
SRR9954020,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,39
SRR9954023,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_filtered,54
SRR9954024,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,54
SRR9954026,bittleston,complex,Cricket,bittleston_M04,bittleston_M04_unfiltered,51
SRR9954028,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,51
SRR9954030,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,27
SRR9954032,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,30
SRR9954034,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,33
SRR9954037,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_filtered,39
SRR9954038,bittleston,complex,Cricket,bittleston_M02,bittleston_M02_unfiltered,39
SRR9954040,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_unfiltered,3
SRR9954042,bittleston,complex,Cricket,bittleston_M09,bittleston_M09_filtered,0
SRR9954045,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,63
SRR9954046,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,60
SRR9954048,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,15
SRR9954052,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,6
SRR9954053,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,6
SRR9954055,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,57
SRR9954057,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,54
SRR9954059,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,63
SRR9954062,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,63
SRR9954064,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,15
SRR9954067,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,33
SRR9954069,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,30
SRR9954071,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,27
SRR9954073,bittleston,complex,Cricket,bittleston_M06,bittleston_M06_filtered,24
SRR9954075,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,33
SRR9954077,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,36
SRR9954079,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,39
SRR9954081,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,30
SRR9954083,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_unfiltered,33
SRR9954086,bittleston,complex,Cricket,bittleston_M01,bittleston_M01_filtered,45
SRR9954088,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,24
SRR9954091,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,12
SRR9954092,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,3
SRR9954093,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,3
SRR9954094,bittleston,complex,Cricket,bittleston_M07,bittleston_M07_unfiltered,63
SRR9954095,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,0
SRR9954096,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,9
SRR9954097,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,9
SRR9954098,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_filtered,6
SRR9954099,bittleston,complex,Cricket,bittleston_M08,bittleston_M08_unfiltered,6
SRR9954100,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,21
SRR9954101,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,18
SRR9954102,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,9
SRR9954103,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,6
SRR9954104,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,12
SRR9954105,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,9
SRR9954106,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,15
SRR9954107,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_unfiltered,12
SRR9954108,bittleston,complex,Cricket,bittleston_M03,bittleston_M03_filtered,18
SRR9954109,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,3
SRR9954110,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,45
SRR9954111,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,45
SRR9954112,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,42
SRR9954113,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,42
SRR9954114,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,39
SRR9954115,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,39
SRR9954116,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,36
SRR9954117,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,36
SRR9954118,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_filtered,48
SRR9954119,bittleston,complex,Cricket,bittleston_M10,bittleston_M10_unfiltered,48
SRR16131521,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,28
SRR16131522,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,21
SRR16131523,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,21
SRR16131524,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,21
SRR16131525,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,21
SRR16131526,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,14
SRR16131527,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,14
SRR16131528,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,14
SRR16131529,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,14
SRR16131530,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,7
SRR16131532,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,7
SRR16131533,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,7
SRR16131534,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,7
SRR16131535,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,0
SRR16131536,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,0
SRR16131537,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,0
SRR16131538,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,0
SRR16131843,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,161
SRR16131844,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,161
SRR16131845,causevic,complex,Soil Extract,causevic_R2,causevic_R2_natural,161
SRR16131847,causevic,complex,Soil Extract,causevic_R1,causevic_R1_natural,161
SRR16131848,causevic,complex,Soil Extract,causevic_R4,causevic_R4_natural,49
SRR16131849,causevic,complex,Soil Extract,causevic_R3,causevic_R3_natural,49
